AgeConducteur,SexeConducteur,BonusMalus,FrequencePaiement,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
26.0,F,72.0,Quarterly,18.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,211.6
27.0,M,76.0,Quarterly,10.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,360.2
23.0,M,95.0,Quarterly,8.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,643.6
32.0,F,55.00000000000001,Annual,10.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,177.9
25.0,M,64.0,Half-yearly,13.0,Cheap,P10,Regular,Private+trip to office,Street,Center,192.1
56.0,F,50.0,Annual,3.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,531.2
36.0,M,112.0,Annual,9.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,397.6
50.0,M,57.99999999999999,Half-yearly,15.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,217.1
54.0,M,50.0,Annual,2.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,611.7
33.0,M,95.0,Quarterly,0.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,939.5
29.0,M,67.0,Half-yearly,0.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,South West,548.2
33.0,M,50.0,Annual,13.0,Cheap,P5,Regular,Private+trip to office,Closed collective parking,South West,133.8
40.0,M,50.0,Annual,17.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,112.4
47.0,F,50.0,Half-yearly,4.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,390.6
44.0,M,50.0,Half-yearly,1.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,858.8
35.0,M,51.0,Annual,11.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,239.4
32.0,F,68.0,Monthly,10.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,338.3
30.0,M,68.0,Annual,2.0,Cheap,P7,Regular,Private+trip to office,Opened collective parking,Paris area,305.6
57.0,M,56.99999999999999,Annual,8.0,Cheap,P7,Regular,Private+trip to office,Closed collective parking,Headquarters,126.7
34.0,F,57.99999999999999,Half-yearly,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,601.1
71.0,M,50.0,Quarterly,3.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,339.9
51.0,F,50.0,Half-yearly,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,256.8
66.0,M,50.0,Annual,1.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,386.4
40.0,M,101.0,Half-yearly,16.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,486.6
50.0,M,56.00000000000001,Half-yearly,1.0,Medium high,P14,Regular,Private+trip to office,Closed collective parking,Headquarters,990.8
37.0,M,64.0,Half-yearly,0.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,750.9
32.0,M,72.0,Half-yearly,9.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,458.0
44.0,M,56.99999999999999,Half-yearly,3.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Paris area,438.7
44.0,F,50.0,Annual,11.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Center,228.8
41.0,M,50.0,Annual,2.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Paris area,255.1
48.0,M,50.0,Annual,6.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Paris area,209.0
26.0,F,72.0,Annual,2.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,751.1
63.0,M,72.0,Half-yearly,6.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,373.8
36.0,F,71.0,Annual,6.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,448.2
54.0,M,72.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,South West,381.9
38.0,F,54.0,Annual,10.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,218.2
30.0,M,76.0,Annual,33.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,196.7
39.0,M,76.0,Quarterly,7.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,493.7
46.0,M,50.0,Annual,8.0,Cheap,P9,Regular,Private+trip to office,Street,Center,142.0
22.0,M,80.0,Annual,1.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,693.9
31.0,M,60.0,Half-yearly,11.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,393.9
48.0,F,50.0,Half-yearly,2.0,Cheap,P14,Diesel,Private+trip to office,Closed zbox,Center,604.1
46.0,M,50.0,Annual,1.0,Cheap,P14,Diesel,Private+trip to office,Closed zbox,Center,477.7
46.0,M,56.99999999999999,Half-yearly,7.0,Medium low,P14,Diesel,Private+trip to office,Opened collective parking,South West,744.3
27.0,F,56.99999999999999,Half-yearly,11.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Paris area,195.5
32.0,F,72.0,Half-yearly,4.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,494.3
28.0,F,68.0,Monthly,11.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,348.2
64.0,F,50.0,Annual,15.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,118.6
33.0,M,72.0,Annual,4.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,308.4
29.0,M,90.0,Half-yearly,12.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,695.2
48.0,M,60.0,Half-yearly,13.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,227.3
34.0,F,50.0,Annual,1.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Paris area,314.7
45.0,F,56.99999999999999,Annual,8.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Headquarters,475.5
35.0,F,50.0,Half-yearly,9.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,257.0
36.0,M,50.0,Annual,4.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,504.3
42.0,M,71.0,Annual,7.0,Medium low,P14,Regular,Private+trip to office,Street,Headquarters,955.4
44.0,F,50.0,Annual,2.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,368.9
65.0,F,50.0,Half-yearly,3.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,267.9
29.0,M,80.0,Annual,14.0,Cheap,P11,Regular,Private+trip to office,Street,Paris area,381.6
39.0,M,50.0,Half-yearly,11.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,South West,197.6
42.0,M,68.0,Annual,6.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,791.9
37.0,M,57.99999999999999,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,155.2
36.0,M,85.0,Half-yearly,4.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,South West,1041.2
46.0,F,75.0,Monthly,8.0,Cheap,P9,Regular,Professional,Closed zbox,South West,583.5
32.0,F,76.0,Half-yearly,3.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,373.0
31.0,F,55.00000000000001,Annual,4.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,474.9
34.0,F,68.0,Half-yearly,3.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,388.5
33.0,M,56.99999999999999,Half-yearly,8.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,282.2
43.0,F,55.00000000000001,Annual,9.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,366.6
20.0,M,95.0,Half-yearly,10.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Paris area,903.1
47.0,M,76.0,Half-yearly,6.0,Cheap,P8,Regular,Private+trip to office,Street,Center,392.0
32.0,M,95.0,Half-yearly,1.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,966.8
32.0,F,56.00000000000001,Half-yearly,9.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,300.8
44.0,M,50.0,Annual,7.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,South West,291.8
22.0,M,112.0,Half-yearly,4.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,1138.1
47.0,M,50.0,Annual,11.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,182.5
28.0,M,64.0,Half-yearly,3.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,South West,555.0
44.0,M,90.0,Half-yearly,14.0,Cheap,P9,Regular,Private+trip to office,Street,Center,317.3
39.0,M,50.0,Annual,15.0,Cheap,P9,Regular,Private+trip to office,Street,Headquarters,163.8
47.0,M,57.99999999999999,Half-yearly,12.0,Medium low,P15,Diesel,Private+trip to office,Closed zbox,Center,341.7
40.0,M,50.0,Annual,3.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,515.2
49.0,M,50.0,Annual,14.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,227.1
48.0,F,50.0,Annual,5.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,408.0
37.0,M,50.0,Annual,14.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,200.6
35.0,M,85.0,Quarterly,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,South West,471.5
28.0,F,80.0,Half-yearly,4.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,498.6
45.0,M,50.0,Monthly,1.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,492.3
52.0,M,50.0,Half-yearly,14.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,266.9
52.0,M,56.00000000000001,Annual,5.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,404.6
47.0,M,57.99999999999999,Annual,2.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,360.0
60.0,M,50.0,Annual,2.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,South West,512.9
46.0,M,50.0,Annual,13.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Paris area,195.6
43.0,M,60.0,Annual,8.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,218.7
59.0,M,52.0,Annual,2.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,Center,710.2
33.0,M,54.0,Half-yearly,5.0,Cheap,P13,Regular,Private+trip to office,Street,Center,272.0
27.0,F,68.0,Quarterly,3.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,458.8
48.0,F,50.0,Annual,13.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,206.2
46.0,F,50.0,Half-yearly,12.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,165.5
35.0,M,73.0,Annual,10.0,Cheap,P12,Regular,Private+trip to office,Street,Center,392.0
35.0,M,59.0,Annual,14.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,216.2
40.0,F,50.0,Annual,2.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,238.9
33.0,F,57.99999999999999,Annual,15.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,167.2
62.0,M,52.0,Annual,6.0,Medium,P14,Diesel,Private+trip to office,Closed collective parking,Center,701.8
30.0,F,76.0,Half-yearly,4.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,608.9
35.0,M,76.0,Half-yearly,5.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,827.9
55.0,M,50.0,Half-yearly,0.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Center,619.9
45.0,M,50.0,Annual,6.0,Expensive,P16,Regular,Private+trip to office,Closed collective parking,Headquarters,818.3
23.0,F,85.0,Annual,8.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,399.2
48.0,M,52.0,Annual,5.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,427.6
39.0,M,63.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,527.8
43.0,M,56.99999999999999,Annual,6.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,725.5
28.0,M,64.0,Annual,6.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,250.2
48.0,M,80.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,389.8
31.0,M,76.0,Half-yearly,0.0,Medium,P13,Diesel,Private+trip to office,Opened collective parking,Center,697.4
29.0,M,90.0,Half-yearly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,618.0
42.0,M,50.0,Half-yearly,5.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Paris area,640.2
31.0,M,76.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,270.3
59.0,F,50.0,Half-yearly,10.0,Cheap,P9,Regular,Private+trip to office,Street,South West,234.6
65.0,M,50.0,Annual,18.0,Medium,P12,Diesel,Private+trip to office,Closed zbox,Center,132.7
35.0,M,51.0,Half-yearly,8.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Paris area,640.0
36.0,M,80.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,409.1
61.0,M,50.0,Annual,0.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,376.6
43.0,M,55.00000000000001,Half-yearly,12.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,207.6
42.0,F,50.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,200.1
34.0,M,68.0,Annual,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,404.2
36.0,M,55.00000000000001,Half-yearly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,420.4
59.0,F,62.0,Half-yearly,4.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,471.9
24.0,F,100.0,Half-yearly,10.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,544.5
28.0,M,60.0,Annual,15.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,189.4
27.0,M,80.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,374.9
56.0,M,50.0,Half-yearly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,South West,457.1
49.0,M,50.0,Half-yearly,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,337.4
28.0,F,80.0,Quarterly,17.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,270.5
41.0,M,50.0,Annual,9.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Paris area,348.5
47.0,F,51.0,Quarterly,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,473.8
48.0,M,50.0,Annual,7.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,300.2
23.0,F,80.0,Annual,7.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,423.9
52.0,M,50.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,South West,300.2
33.0,M,56.99999999999999,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,South West,302.8
34.0,M,80.0,Half-yearly,7.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,382.3
33.0,M,95.0,Half-yearly,13.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,335.2
42.0,M,50.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,325.6
33.0,F,90.0,Half-yearly,6.0,Cheap,P10,Regular,Private+trip to office,Street,Headquarters,687.0
25.0,M,85.0,Half-yearly,5.0,Cheap,P8,Regular,Private+trip to office,Street,Center,516.0
23.0,F,80.0,Half-yearly,15.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,417.6
22.0,M,90.0,Monthly,2.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,633.0
35.0,F,56.99999999999999,Half-yearly,10.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,243.7
62.0,M,50.0,Annual,4.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,347.5
40.0,M,50.0,Annual,12.0,Cheap,P5,Regular,Private+trip to office,Opened collective parking,Center,107.2
40.0,M,50.0,Annual,11.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,135.6
42.0,F,50.0,Annual,7.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,232.4
42.0,F,50.0,Annual,14.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,157.0
31.0,M,72.0,Half-yearly,4.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Paris area,761.8
41.0,F,50.0,Annual,9.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,257.0
23.0,M,76.0,Half-yearly,7.0,Cheap,P10,Diesel,Private+trip to office,Opened collective parking,Center,384.8
31.0,M,60.0,Monthly,7.0,Cheap,P12,Regular,Private+trip to office,Street,Center,372.6
24.0,M,80.0,Quarterly,13.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Paris area,504.0
39.0,F,50.0,Annual,14.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,124.3
69.0,M,50.0,Annual,18.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,168.9
42.0,M,51.0,Half-yearly,1.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,668.4
53.0,M,50.0,Annual,1.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,626.2
54.0,F,70.0,Half-yearly,10.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,434.4
32.0,M,64.0,Half-yearly,5.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,450.9
43.0,M,76.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Street,Center,376.9
36.0,M,106.0,Annual,10.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,512.6
38.0,F,50.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,490.6
39.0,M,50.0,Annual,3.0,Medium,P15,Diesel,Private+trip to office,Opened collective parking,Center,598.0
44.0,F,57.99999999999999,Half-yearly,3.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,317.7
38.0,M,50.0,Half-yearly,4.0,Cheap,P9,Diesel,Private+trip to office,Street,Center,317.0
29.0,M,57.99999999999999,Annual,10.0,Medium,P13,Diesel,Private+trip to office,Opened collective parking,Headquarters,592.9
69.0,M,60.0,Annual,3.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,186.0
60.0,M,50.0,Annual,1.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,332.4
30.0,M,68.0,Half-yearly,10.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,307.1
48.0,F,50.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,203.4
53.0,M,50.0,Annual,0.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Headquarters,263.1
24.0,M,100.0,Annual,11.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,364.4
39.0,M,50.0,Monthly,2.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,409.0
45.0,F,50.0,Half-yearly,7.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,456.8
48.0,F,55.00000000000001,Half-yearly,2.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,684.5
26.0,M,85.0,Annual,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,South West,394.9
39.0,M,80.0,Half-yearly,2.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Paris area,528.4
31.0,M,85.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,549.0
29.0,M,64.0,Half-yearly,9.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,369.1
69.0,M,50.0,Annual,5.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Center,363.4
47.0,M,50.0,Annual,10.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,231.0
30.0,F,71.0,Half-yearly,11.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,207.7
39.0,M,50.0,Annual,14.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,142.5
24.0,F,80.0,Half-yearly,8.0,Cheap,P10,Regular,Private+trip to office,Street,Center,449.4
49.0,M,50.0,Annual,6.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,384.3
62.0,M,50.0,Half-yearly,5.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Center,425.0
45.0,F,90.0,Quarterly,10.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Center,570.9
25.0,F,72.0,Annual,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,457.3
29.0,M,80.0,Half-yearly,12.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,392.5
36.0,M,100.0,Half-yearly,6.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Headquarters,1090.5
48.0,M,67.0,Annual,12.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,156.3
28.0,M,68.0,Quarterly,1.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Paris area,688.4
27.0,F,68.0,Half-yearly,2.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,654.7
